地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
02319,BORTNAN,スウェーデン,62.75,13.83,-14.6,-11.2,-21.6,0.1
02321,エルブダーレン,スウェーデン,61.25,14.03,-6.1,-5.6,-6.8,0.0
02325,KLOVSJOHOJDEN,スウェーデン,62.48,14.15,-9.2,-7.8,-10.2,0.2
02327,SVEGA,スウェーデン,62.03,14.40,-11.4,-8.7,-16.8,0.2
02329,ハムラ,スウェーデン,61.65,14.98,-7.9,-6.9,-8.4,0.3
02331,HUNGE,スウェーデン,62.75,15.08,-8.8,-7.5,-10.2,0.1
02338,EDSBYN,スウェーデン,61.35,15.72,-5.7,-4.8,-6.7,0.3
02343,TORPSHAMMAR,スウェーデン,62.48,16.27,-6.9,-5.6,-8.4,0.9
02347,DELSBO,スウェーデン,61.82,16.53,-4.8,-3.9,-5.8,0.0
02355,KUGGOREN,スウェーデン,61.70,17.52,0.2,1.0,-2.1,3.0
02366,ティムロ,スウェーデン,62.52,17.43,-4.0,-3.7,-5.1,
02368,BRAMON,スウェーデン,62.22,17.73,-0.8,0.6,-2.2,3.2
02382,LUNGO,スウェーデン,62.63,18.08,-1.7,0.0,-2.5,11.0
02403,NAVEN,スウェーデン,58.68,13.10,0.9,1.5,0.3,1.2
02407,MALUNGA,スウェーデン,60.67,13.70,-5.8,-4.9,-6.4,0.5
02408,BLOMSKOG,スウェーデン,59.22,12.07,-3.7,-3.0,-4.5,0.1
02411,アルビーカ（空港）,スウェーデン,59.67,12.63,-3.3,-1.7,-5.1,0.1
02418,カールスタード,スウェーデン,59.43,13.33,-2.2,-1.6,-3.4,
02423,スンネ,スウェーデン,59.85,13.12,-3.1,-2.3,-4.7,0.1
02426,グスターブスフォッシュ,スウェーデン,60.15,13.80,-3.7,-2.6,-4.7,0.0
02429,DAGLOSEN,スウェーデン,59.65,14.17,-2.0,-1.4,-2.5,0.0
02431,KLOTEN,スウェーデン,59.87,15.25,-3.0,-2.5,-3.9,0.5
02432,エレブルー,スウェーデン,59.22,15.03,-0.2,0.8,-1.3,
02435,ブーンレイェ空港,スウェーデン,60.42,15.50,-2.9,-2.0,-3.8,
02440,AMOT,スウェーデン,60.95,16.42,-3.1,-2.5,-4.0,0.6
02441,ムーラ,スウェーデン,60.95,14.50,-5.2,-4.4,-6.1,0.5
02443,イエブレ・サンドビーケン空港,スウェーデン,59.65,17.12,-0.1,0.5,-0.6,0.4
02449,エスキルステューナ空港,スウェーデン,59.37,16.45,0.3,0.9,-0.4,0.4
02450,EGGEGRUND,スウェーデン,60.72,17.55,0.9,1.4,-0.2,
02452,KILSBERGEN-SUTTARBODA,スウェーデン,59.28,14.88,-1.9,-1.5,-2.6,0.7
02453,イエブレ,スウェーデン,60.72,17.15,-1.7,-1.2,-2.4,3.0
02456,FILM,スウェーデン,60.23,17.90,-0.8,-0.2,-1.6,0.7
02458,ウプサラ,スウェーデン,59.90,17.58,-0.4,0.3,-0.8,0.2
02460,ストックホルム／アルランダ国際空港,スウェーデン,59.62,17.95,-0.4,0.1,-1.0,
02464,ストックホルム/ブロンマ空港,スウェーデン,59.35,17.88,0.4,1.0,0.1,
02468,STORASPANSBERGET,スウェーデン,60.37,15.13,-5.2,-4.6,-6.2,0.4
02469,トゥリーンイェ空港,スウェーデン,59.17,17.90,0.6,1.1,0.0,0.5
02476,FLODA,スウェーデン,59.05,16.38,0.3,0.9,-0.3,0.6
02481,サーラ,スウェーデン,59.90,16.68,-1.0,-0.2,-1.8,0.5
02482,KERSTINBO,スウェーデン,60.27,16.97,-1.3,-0.9,-2.0,0.5
02484,STOCKHOLM/OBSERVATORIET,スウェーデン,59.35,18.07,0.6,1.2,0.2,
02486,ADELSO,スウェーデン,59.35,17.52,0.7,1.2,0.2,0.2
02487,STAVSNAS,スウェーデン,59.28,18.70,1.8,2.7,0.3,
02488,ORSKAR,スウェーデン,60.52,18.37,0.5,0.9,-0.4,2.3
02489,BERGA,スウェーデン,59.07,18.10,0.5,0.9,0.2,0.9
02490,SVANBERGA,スウェーデン,59.82,18.63,0.6,1.3,0.2,1.0
02493,セーデルマルム,スウェーデン,59.75,19.40,1.8,2.3,0.7,
02496,SVENSKAHOGARNA,スウェーデン,59.43,19.50,1.8,2.7,0.9,
02498,SVENSKAHOGARNAA,スウェーデン,59.43,19.50,2.0,2.8,0.6,0.5
02500,ノードコステル,スウェーデン,58.88,11.00,-2.5,-2.3,-3.0,0.0
02501,VADEROARNA,スウェーデン,58.57,11.05,-1.3,-0.9,-2.0,
02505,MASESKAR,スウェーデン,58.08,11.33,-0.4,0.6,-1.1,0.0
02513,イエーテボリ,スウェーデン,57.70,11.98,0.2,1.2,-1.1,
02516,VINGA,スウェーデン,57.62,11.60,0.3,1.1,-0.4,0.8
02518,NIDINGEN,スウェーデン,57.30,11.90,0.6,1.4,-0.2,
02520,サテネス,スウェーデン,58.42,12.70,0.2,0.9,-0.7,0.6
02526,イエーテボリ・ランドベッテル空港,スウェーデン,57.67,12.28,-1.8,-1.1,-3.0,
02536,RANGEDALA,スウェーデン,57.78,13.17,-1.9,-1.1,-3.0,1.2
02539,ウラレド,スウェーデン,57.10,12.77,-0.5,0.4,-1.5,0.6
02540,KROPPEFJALL-GRANAN,スウェーデン,58.60,12.18,-2.6,-1.9,-3.6,0.2
02542,HALLUM,スウェーデン,58.32,13.03,-0.8,-0.2,-1.1,2.0
02544,カールスボリ,スウェーデン,58.50,14.50,0.2,0.7,-1.1,5.0
02545,AXSTAL,スウェーデン,58.57,14.57,0.3,1.0,-0.9,2.5
02546,GARDSJO,スウェーデン,58.87,14.38,-2.1,-1.5,-3.2,1.1
02548,VISINGSO,スウェーデン,58.08,14.40,0.5,1.1,-0.6,0.2
02549,TOMTABACKEN,スウェーデン,57.48,14.47,-1.3,-0.4,-2.5,2.3
02550,インチェピング,スウェーデン,57.75,14.07,-0.4,0.2,-1.7,
02552,MALEXANDER,スウェーデン,58.07,15.23,-0.6,-0.1,-1.9,7.0
02554,KETTSTAKA,スウェーデン,58.70,15.02,-1.5,-1.0,-2.6,1.5
02556,HAGSHULT,スウェーデン,57.28,14.13,-0.3,0.7,-1.3,2.2
02557,HORN,スウェーデン,57.88,15.85,0.4,0.7,-0.3,5.0
02558,クールモールデン-STROMSFORS,スウェーデン,58.68,16.30,-0.4,0.0,-0.6,0.8
02559,GLADHAMMAR,スウェーデン,57.70,16.45,0.6,,0.2,4.0
02561,KVARN,スウェーデン,58.63,15.43,-0.2,0.2,-1.2,0.9
02562,リンチェピング／マルムスレット,スウェーデン,58.38,15.52,-0.1,0.2,-1.1,0.6
02563,HARSTENA,スウェーデン,58.25,17.00,2.7,3.4,1.8,10.0
02565,フルツフレド空港,スウェーデン,57.38,15.80,0.6,0.8,0.0,2.9
02567,LANDSORT,スウェーデン,58.73,17.87,2.6,3.7,1.2,3.0
02574,NORRKOPING,スウェーデン,58.57,16.13,0.6,1.1,-0.2,1.9
02575,OLANDSNORRAUDDE,スウェーデン,57.37,17.08,3.2,4.1,2.4,2.0
02587,FAROSUND-AR,スウェーデン,57.92,18.95,2.3,2.6,1.1,1.4
02589,ゴトスカサンデン島,スウェーデン,58.38,19.18,2.3,2.8,0.5,5.0
02590,ビスビー,スウェーデン,57.67,18.35,1.1,1.9,0.1,0.5
02598,OSTERGARNSHOLM,スウェーデン,57.43,18.98,2.6,3.4,1.5,
02605,HALLANDSVADERO,スウェーデン,56.43,12.53,1.3,2.4,0.4,0.1
02607,エンゲルホルム空港,スウェーデン,56.28,12.83,0.8,1.7,-0.2,
02611,ヘルシングボリ,スウェーデン,56.02,12.75,0.3,1.2,-0.7,1.1
02615,FALSTERBOA,スウェーデン,55.38,12.82,1.2,2.5,0.3,2.4
02616,ファルステルブー,スウェーデン,55.38,12.82,1.3,2.3,0.2,
02618,TORUP,スウェーデン,56.93,13.05,-0.5,0.4,-1.6,0.0
02622,ユングビー,スウェーデン,56.85,13.87,-0.2,0.5,-1.9,0.9
02623,ヘルビー,スウェーデン,55.85,13.67,0.5,0.9,-0.5,6.0
02625,SKILLINGE,スウェーデン,55.48,14.32,2.8,4.0,1.0,5.0
02628,HANO,スウェーデン,56.00,14.83,2.2,3.1,1.0,0.2
02629,HASTVEDA,スウェーデン,56.27,13.93,0.0,0.4,-0.6,2.0
02635,マルメ,スウェーデン,55.57,13.07,0.8,1.8,-0.4,1.1
02636,マルメ・ストゥルプ空港,スウェーデン,55.52,13.37,0.6,1.5,-0.6,
02644,OLANDSSODRAUDDE,スウェーデン,56.18,16.40,3.1,4.0,2.0,5.0
02648,ベクシェ,スウェーデン,56.83,14.82,0.2,0.7,-1.0,1.0
02661,クースタ空港,スウェーデン,56.83,15.47,-0.1,0.3,-0.9,2.0
02664,ロンネビー／カリンゲ,スウェーデン,56.27,15.27,1.4,2.7,0.1,0.8
02667,KARLSKRONA-SODERSTJERNA,スウェーデン,56.13,15.58,2.3,3.5,1.4,1.4
02670,カルマル,スウェーデン,56.68,16.30,2.1,3.1,0.9,
02679,HOBURGA,スウェーデン,56.92,18.15,2.1,3.0,1.3,4.0
02701,KILPISJARVISAANA,フィンランド,69.05,20.85,-15.3,-14.6,-16.5,
02702,INARIKAAMANEN,フィンランド,69.13,27.27,-10.8,-9.0,-21.9,0.0
02704,HATTULALEPAAAWS,フィンランド,61.12,24.33,-4.7,-4.4,-5.7,0.0
02705,PELKOSENNIEMIPYHATUNTURI,フィンランド,67.02,27.22,-11.1,-11.0,-11.4,
02706,LOHJAPORLA,フィンランド,60.25,24.05,-2.7,-2.3,-3.5,0.0
02708,KARVIAALKKIA,フィンランド,62.18,22.78,-6.5,-6.5,-6.9,0.0
02710,VESANTOSONKARI,フィンランド,62.95,26.40,-8.0,-7.4,-8.8,0.8
02714,VAALAPELSO,フィンランド,64.48,26.47,-8.2,-7.5,-9.8,0.1
02717,KITTILAPOKKA,フィンランド,68.17,25.77,-10.7,-10.4,-11.5,0.0
02718,PUUMALAKKURHEILUKENTTA,フィンランド,61.52,28.18,-6.1,-5.3,-7.4,1.7
02719,SODANKYLALOKKA,フィンランド,67.82,27.75,-10.5,-9.6,-19.7,0.0
02720,KITTILAAIRPORT,フィンランド,67.68,24.85,-10.5,-9.2,-12.0,
02721,KOKKOLATANKAR,フィンランド,63.95,22.85,-6.1,-5.8,-6.7,
02722,INARISAARISELKA,フィンランド,68.42,27.42,-10.4,-9.8,-12.5,0.0
02724,LUMPARLANDLANGNAS,フィンランド,60.10,20.28,0.0,0.7,-0.4,0.2
02725,HALSUAKANALAPUROLA,フィンランド,63.45,24.45,-8.0,-7.9,-8.5,
02726,ENONTEKIONAKKALA,フィンランド,68.60,23.58,-10.3,-10.0,-11.1,0.0
02727,ASIKKALAPULKKILANHARJU,フィンランド,61.27,25.52,-4.9,-4.5,-5.5,
02732,KUOPIORITONIEMI,フィンランド,62.80,27.90,-8.9,-7.4,-12.0,
02733,LAPPEENRANTAKONNUNSUO,フィンランド,61.03,28.57,-5.1,-4.4,-6.1,
02734,PARIKKALAKOITSANLAHTI,フィンランド,61.45,29.47,-7.1,-5.6,-10.2,0.0
02735,VIRRATAIJANNEVA,フィンランド,62.33,23.55,-6.7,-6.6,-7.2,
02736,JUVAPARTAALA,フィンランド,61.90,27.88,-7.6,-6.7,-9.6,
02737,TOHOLAMPILAITALA,フィンランド,63.82,24.17,-7.7,-7.5,-8.4,0.0
02738,PYHAJARVIOLOJAKYLA,フィンランド,63.73,25.72,-7.9,-7.8,-8.4,0.1
02739,SOTKAMIKUOLANIEMI,フィンランド,64.12,28.35,-10.7,-8.8,-16.7,0.0
02741,JOMALAJOMALABY,フィンランド,60.18,19.98,-0.3,0.0,-0.6,0.2
02743,KEMIONSAARIVANO,フィンランド,59.87,22.20,-0.8,-0.3,-1.7,
02744,TAMPERESATAKUNNANKATU,フィンランド,61.50,23.75,-4.6,-4.4,-5.3,
02745,SALLANARUSKA,フィンランド,67.17,29.18,-13.0,-11.4,-20.2,0.1
02746,HANKOTULLINIEMI,フィンランド,59.82,22.92,-0.9,-0.6,-1.9,
02747,TURKURAJAKARI,フィンランド,60.38,22.10,-2.0,-1.5,-2.9,
02750,HANKOTVARMINNE,フィンランド,59.85,23.25,-1.0,-0.8,-2.0,0.0
02751,PORITAHKOLUOTO,フィンランド,61.63,21.38,-3.7,-3.7,-4.4,
02752,KRISTIINANKAUPUNKILIGHTHOUSE,フィンランド,62.20,21.17,-4.1,-3.7,-4.7,
02753,KANKAANPAANIINISALOAIRFIELD,フィンランド,61.83,22.47,-5.8,-5.6,-6.5,0.0
02754,HAMEENLINNAKATINEN,フィンランド,61.00,24.50,-4.3,-4.1,-5.3,0.0
02755,ユリビエスカ（空港）,フィンランド,64.03,24.72,-7.7,-7.4,-8.4,0.0
02756,SALOKARKKA,フィンランド,60.37,23.12,-2.6,-2.0,-3.8,0.4
02757,RAASEPORIJUSSARO,フィンランド,59.82,23.58,-1.0,-0.4,-2.1,
02758,VIHTIMAASOJA,フィンランド,60.42,24.40,-3.3,-3.1,-3.9,
02759,PORVOOHARABACKA,フィンランド,60.38,25.62,-3.2,-3.0,-3.6,0.0
02760,KUUSAMORUKATALVIJARVI,フィンランド,66.17,29.13,-10.1,-9.4,-11.0,
02761,RAUMAKYLMAPIHLAJA,フィンランド,61.15,21.30,-2.6,-2.3,-3.1,
02763,TAMPEREHARMALA,フィンランド,61.47,23.75,-4.7,-4.7,-5.3,0.1
02764,KITTILALOMPOLONVUOMA,フィンランド,67.98,24.20,-9.6,-9.4,-10.4,0.2
02765,LUHANKAJUDINSALO,フィンランド,61.70,25.52,-6.0,-5.4,-6.7,
02766,ILOMANTSIPOTSONVAARA,フィンランド,63.15,31.05,-10.6,-9.6,-14.0,0.1
02767,HAMEENLINNALAMMIPAPPILA,フィンランド,61.05,25.05,-4.9,-4.5,-5.4,0.0
02768,HEINOLAASEMANTAUS,フィンランド,61.22,26.05,-5.3,-4.5,-5.7,0.1
02769,KAUHAJOKIKUJA-KOKKO,フィンランド,62.42,22.18,-6.4,-5.8,-8.1,0.0
02770,JUUPAJOKIHYYTIALA,フィンランド,61.85,24.28,-6.3,-5.9,-6.9,0.2
02771,JOUTSALEIVONMAKISAVENAHO,フィンランド,61.88,26.10,-7.3,-5.9,-8.4,0.2
02772,RANTASALMIRUKKASLUOTO,フィンランド,62.07,28.57,-7.7,-6.6,-11.9,
02773,TURKUARTUKAINEN,フィンランド,60.45,22.18,-2.7,-2.3,-3.7,0.3
02777,SALOKIKALAAIRFIELD,フィンランド,60.45,23.65,-4.0,-3.6,-5.1,0.0
02778,PUNKAHARJULAUKANSAARI,フィンランド,61.80,29.32,-8.4,-6.6,-12.2,0.2
02780,KORSNASBREDSKARET,フィンランド,62.93,21.18,-6.1,-5.1,-8.4,
02781,STROMMINGSBADAN,フィンランド,62.98,20.75,-3.9,-3.2,-4.7,
02787,ALAJARVIMOKSY,フィンランド,63.08,24.27,-8.1,-8.1,-8.5,0.0
02788,MAANINKAHALOLA,フィンランド,63.15,27.32,-8.2,-7.3,-9.8,0.0
02789,RAUTAVAARAYLA-LUOSTA,フィンランド,63.38,28.67,-11.4,-8.0,-19.9,0.0
02790,クムリンゲ,フィンランド,60.25,20.75,-1.2,-0.9,-1.5,
02791,JUUKANIEMELA,フィンランド,63.23,29.23,-11.3,-7.9,-20.3,0.1
02793,LIPERITUISKAVANLUOTO,フィンランド,62.55,29.67,-11.9,-7.6,-18.8,
02794,KIRKKONUMMIMAKILUOTO,フィンランド,59.92,24.35,-0.6,0.3,-1.4,
02795,HELSINKIHARMAJA,フィンランド,60.10,24.98,-1.2,-0.9,-2.3,
02796,LIEKSALAMPELA,フィンランド,63.32,30.05,-10.7,-8.1,-16.4,0.0
02797,HAAPAVESI,フィンランド,64.15,25.43,-7.8,-7.5,-8.7,
02798,VALTIMOKK,フィンランド,63.67,28.83,-10.6,-7.9,-18.9,0.1
02799,KUHMOKALLIOJOKI,フィンランド,64.30,30.17,-10.0,-9.3,-13.4,0.0
02800,NAHKIAINEN,フィンランド,64.62,23.90,-5.8,-5.6,-6.2,
02801,キルピシェルビ,フィンランド,69.05,20.78,-14.2,,,0.0
02803,SIIKAJOKIREVONLAHTI,フィンランド,64.68,25.10,-7.6,-7.0,-8.6,0.2
02804,TAIVALKOSKIKKKAUPPATIE,フィンランド,65.57,28.25,-10.5,-9.3,-14.5,0.0
02805,UTSJOKIKEVO,フィンランド,69.75,27.03,-13.0,,,0.0
02807,イバロ,フィンランド,68.62,27.42,-9.7,,,
02811,KUUSAMOKIUTAKONGAS,フィンランド,66.37,29.32,-11.1,-10.2,-12.7,0.0
02812,YLITORNIOMELTOSJARVI,フィンランド,66.53,24.65,-8.8,-7.7,-12.7,0.1
02813,ROVANIEMIAPUKKA,フィンランド,66.58,26.02,-9.0,,,0.2
02814,KEMIJARVILENTOKENTTA,フィンランド,66.72,27.17,-10.7,-9.2,-13.4,0.0
02815,SAVUKOSKIKK,フィンランド,67.28,28.18,-11.3,-10.1,-15.7,
02816,SODANKYLAVUOTSO,フィンランド,68.08,27.18,-11.1,-9.4,-15.3,0.0
02817,SAARISELKAKAUNISPAA,フィンランド,68.43,27.45,-11.6,-11.0,-12.7,
02818,INARIRAJAJOOSEPPI,フィンランド,68.48,28.30,-10.7,-9.6,-14.9,
02819,SALLAVARRIOTUNTURI,フィンランド,67.75,29.62,-11.4,-10.0,-15.7,0.1
02820,MUONIOLAUKUKERO,フィンランド,68.07,24.03,-11.7,-11.7,-12.0,
02821,MUONIOSAMMALTUNTURI,フィンランド,67.97,24.12,-11.2,-11.0,-11.7,
02824,KITTILAKENTTAROVA,フィンランド,67.98,24.25,-10.3,-10.1,-10.7,0.3
02825,UTSJOKINUORGAM,フィンランド,70.08,27.95,-9.5,-7.1,-14.5,0.0
02827,INARIVAYLA,フィンランド,69.07,27.50,-10.8,-8.7,-21.1,
02828,KAARINAYLTOINEN,フィンランド,60.38,22.55,-2.6,-2.1,-3.6,0.5
02829,HYVINKAAHYVINKAANKYLA,フィンランド,60.60,24.80,-3.5,-3.5,-4.0,0.0
02830,KOUVOLAANJALA,フィンランド,60.70,26.82,-3.8,-3.2,-4.2,0.0
02831,VIROLAHTIKOIVUNIEMI,フィンランド,60.53,27.68,-3.7,-3.6,-4.2,0.0
02832,TOHMAJARVIKEMIE,フィンランド,62.23,30.35,-11.9,-7.7,-19.2,0.4
02833,SEINAJOKIPELMAA,フィンランド,62.93,22.48,-7.7,-6.7,-11.1,0.0
02834,VIEREMAKAARAKKALA,フィンランド,63.83,27.22,-8.8,-8.3,-10.5,0.2
02835,INARINELLIM,フィンランド,68.85,28.30,-9.5,-7.8,-15.7,0.0
02836,ソダンキュラ,フィンランド,67.37,26.63,-10.9,,,0.0
02844,ペッロ,フィンランド,66.80,24.00,-9.3,,,0.6
02845,ロバニエミ,フィンランド,66.57,25.83,-9.3,,,0.2
02847,ROVANIEMIRAUTATIEASEMA,フィンランド,66.50,25.72,-8.5,-7.5,-12.9,
02849,SALLAKKMYLLYTIE,フィンランド,66.83,28.68,-10.3,-9.3,-12.2,0.0
02850,VARKAUSKOLSUANNIEMI,フィンランド,62.32,27.90,-9.1,-6.8,-12.6,0.1
02851,OULUOULUNSALOPELLONPAA,フィンランド,64.93,25.38,-7.3,-6.6,-8.4,0.0
02857,INARIANGELILINTUPUOLISELKA,フィンランド,68.90,25.73,-9.9,-9.4,-12.0,0.0
02858,INARIKIRAKKAJARVI,フィンランド,69.57,28.88,-9.5,-7.8,-17.4,0.0
02859,PUOLANKAPALJAKKA,フィンランド,64.65,28.05,-11.4,-9.6,-18.6,0.0
02860,KITTILAKK,フィンランド,67.65,24.90,-10.5,-9.0,-12.0,0.1
02862,KEMIAJOS,フィンランド,65.73,24.52,-7.1,-6.7,-8.0,
02863,ケミ川,フィンランド,65.42,24.13,-5.3,-4.6,-6.1,
02864,ケミ,フィンランド,65.78,24.57,-7.3,-6.7,-8.1,
02866,PUDASJARVIAIRFIELD,フィンランド,65.40,26.97,-9.9,-8.0,-16.3,0.0
02868,KUUSAMORUKATUNTURI,フィンランド,66.17,29.15,-10.9,-10.6,-11.8,
02869,クーサモ,フィンランド,65.97,29.18,-10.9,,,
02872,RAAHELAPALUOTO,フィンランド,64.67,24.42,-6.8,-6.5,-7.4,
02873,HAILUOTOMARJANIEMI,フィンランド,65.03,24.57,-7.2,-6.8,-8.0,
02874,ハイルーオト,フィンランド,65.03,24.73,-7.3,,,0.2
02876,OULUVIHREASAARI,フィンランド,65.00,25.40,-6.7,-5.9,-7.8,
02880,TORNIOTORPPI,フィンランド,65.83,24.17,-7.1,-6.5,-10.4,0.4
02881,RANUAAIRFIELD,フィンランド,65.97,26.37,-8.8,-8.3,-10.2,0.3
02882,KITTILAMATOROVA,フィンランド,68.00,24.23,-10.1,-10.0,-10.6,
02883,KAJAANIPETAISENNISKA,フィンランド,64.22,27.75,-10.5,-8.5,-15.2,0.0
02888,INARISEITALAASSA,フィンランド,69.03,27.75,-9.8,-8.3,-14.6,
02889,スオムサルミ　ペシオ,フィンランド,64.93,28.75,-11.6,-9.3,-16.2,0.0
02890,UTSJOKIKEVOKEVOJARVI,フィンランド,69.75,27.00,-14.6,-8.1,-20.7,
02897,カヤーニ,フィンランド,64.28,27.68,-10.7,,,
02903,KRUUNUPYYAIRPORT,フィンランド,63.72,23.13,-7.2,-7.1,-8.3,
02906,KEMIONSAARIKEMIOKK,フィンランド,60.17,22.75,-2.3,-1.8,-3.7,0.1
02907,ULKOKALLA,フィンランド,64.33,23.60,-5.5,-5.2,-5.8,
02910,VALASSAARET,フィンランド,63.43,21.07,-3.7,,,
02913,カウハバ,フィンランド,63.10,23.03,-7.1,,,0.0
02915,ビータサーリ,フィンランド,63.08,25.87,-7.7,,,0.0
02917,クオピオ,フィンランド,63.02,27.80,-8.8,,,
02919,イロマンツィ,フィンランド,61.18,28.47,-5.0,,,
02920,ピエタルサーリ　KALLAN,フィンランド,63.75,22.53,-5.7,-5.6,-6.5,
02924,アハタリ,フィンランド,62.53,24.02,-7.6,,,0.0
02926,PORIRAILWAYSTATION,フィンランド,61.48,21.78,-3.5,-3.3,-4.3,0.2
02927,MULTIAKARHILA,フィンランド,62.50,24.80,-8.3,-8.1,-8.5,0.0
02928,JOENSUULINNUNLAHTI,フィンランド,62.60,29.72,-10.1,-7.5,-14.9,0.0
02929,ヨエンスー,フィンランド,62.67,29.63,-11.2,,,
02931,KASKINENSALGRUND,フィンランド,62.33,21.18,-4.6,-4.0,-6.0,0.4
02935,ユバスキュラ,フィンランド,62.40,25.68,-7.7,,,0.0
02937,KOKEMAKITULKKILA,フィンランド,61.25,22.35,-3.7,-3.6,-4.5,0.1
02939,イロマンツィ　MEKRIJARVI,フィンランド,62.77,30.97,-12.4,-8.7,-19.9,0.0
02942,KANKAANPAANIINISALOPUOLUSTUSVOIMAT,フィンランド,61.85,22.47,-5.7,,,0.2
02943,TAMPERESIILINKARI,フィンランド,61.52,23.75,-4.7,-4.6,-5.3,
02944,タンペレ／PIRKKALA,フィンランド,61.52,23.75,-5.1,,,
02945,ハッリ,フィンランド,61.85,24.80,-6.7,,,
02946,JAMSAHALLILENTOASEMANTIE,フィンランド,61.87,24.82,-6.5,-5.7,-7.1,0.1
02947,ミッケリ,フィンランド,61.73,27.30,-6.6,,,0.4
02948,サボンリンナ,フィンランド,61.95,28.95,-8.4,-6.8,-12.3,
02949,SOMEROSALKOLA,フィンランド,60.63,23.80,-4.3,-4.1,-5.4,0.0
02950,FAGERHOLM,フィンランド,60.12,21.70,-1.2,-0.9,-1.7,0.1
02955,KUOPIOSAVILAHTI,フィンランド,62.90,27.63,-8.3,-7.1,-10.8,0.2
02956,KOUVOLAUTTILENTOPORTINTIE,フィンランド,60.88,26.93,-4.6,-4.1,-5.0,
02957,VAASAKLEMETTILA,フィンランド,63.10,21.65,-7.4,-5.9,-11.7,0.0
02958,ラッペーンランタ,フィンランド,61.05,28.20,-5.0,,,
02959,ラッペーンランタ,フィンランド,61.05,28.22,-4.6,,,0.5
02963,ヨキオイネン,フィンランド,60.82,23.50,-4.1,,,0.0
02964,KUSTAVIISOKARI,フィンランド,60.72,21.02,-1.8,-1.4,-2.2,0.0
02966,KOUVOLAUTTIAIRFIELD,フィンランド,60.90,26.93,-4.7,,,
02967,コトカ　HAAPASAARI,フィンランド,60.28,27.18,-1.9,-1.6,-2.8,
02970,マーリアンハミナ,フィンランド,60.12,19.90,0.1,0.4,-0.5,
02974,ヘルシンキ,フィンランド,60.32,24.97,-3.5,,,0.0
02976,KOTKARANKKI,フィンランド,60.37,26.97,-2.3,,,0.0
02978,HELSINKIKAISANIEMI,フィンランド,60.18,24.95,-2.4,-2.0,-2.9,0.0
02980,NYHAMN,フィンランド,59.97,19.97,0.7,,,
02981,PARAINENUTO,フィンランド,59.78,21.38,0.6,,,0.3
02982,RUSSARO,フィンランド,59.77,22.95,-0.5,,,0.0
02983,NURMIJARVIGEOPHYSICALOBSERVATORY,フィンランド,60.52,24.65,-3.9,-3.7,-4.4,0.0
02984,BAGASKAR,フィンランド,59.93,24.02,-1.0,,,
02987,KALLBADAGRUND,フィンランド,59.98,25.60,-0.7,0.0,-1.4,
02989,HELSINKILIGHTHOUSE,フィンランド,59.95,24.93,-0.6,0.3,-1.5,
02991,ポルボー　EMASALO,フィンランド,60.20,25.63,-2.6,-2.4,-3.2,
02992,PERNAJAORRENGRUND,フィンランド,60.27,26.45,-1.5,-1.4,-2.3,
02993,MARKET,フィンランド,60.30,19.13,0.5,0.9,0.1,
02998,HELSINKIKUMPULA,フィンランド,60.20,24.95,-2.8,-2.5,-3.3,0.0
03002,BALTASOUNDNO.2,イギリス,60.73,-0.85,2.5,,,7.0
03005,ラーウィック,イギリス,60.13,-1.18,1.2,,,3.2
03008,フェア島,イギリス,59.52,-1.62,3.2,,,0.4
03017,カークウォール空港,イギリス,58.95,-2.90,1.5,,,1.6
03023,サウスウーイスト島,イギリス,57.35,-7.38,0.5,,,1.0
03026,ストーノウェー,イギリス,58.20,-6.32,1.3,,,0.4
03031,LOCHGLASCARNOCH,イギリス,57.72,-4.88,-6.2,,,0.0
03034,AULTBEANO2,イギリス,57.85,-5.62,0.7,,,3.4
03039,BEALACHNABANO2,イギリス,57.42,-5.68,-4.8,-4.2,-5.8,
03041,AONACHMOR,イギリス,56.82,-4.97,-8.2,,,
03044,ALTNAHARRANO2,イギリス,58.28,-4.43,-4.0,,,0.0
03047,TULLOCHBRIDGE,イギリス,56.87,-4.70,-4.8,,,0.0
03062,TAINRANGE,イギリス,57.82,-3.97,-1.4,,,0.2
03063,アビモア,イギリス,57.20,-3.82,-3.6,,,0.0
03065,ケアンゴーム山,イギリス,57.10,-3.63,-8.3,,,
03066,キンロス,イギリス,57.63,-3.55,-0.2,,,1.0
03068,ロッシマス,イギリス,57.70,-3.32,0.8,,,0.2
03072,CAIRNWELL,イギリス,56.87,-3.42,-6.4,,,
03075,ウィック,イギリス,58.45,-3.08,-0.3,,,0.2
03080,ABOYNENO2,イギリス,57.07,-2.83,-2.0,,,0.6
03088,INVERBERVIENO.2,イギリス,56.85,-2.25,-0.5,,,0.4
03091,DYCE,イギリス,57.20,-2.20,-0.2,,,2.0
03100,タイリー島,イギリス,56.50,-6.87,2.5,,,0.0
03105,アイレー島／ポートエレン,イギリス,55.67,-6.23,0.2,3.5,-4.1,0.2
03111,MACHRIHANISH,イギリス,55.43,-5.68,0.9,,,0.0
03132,WESTFREUGH,イギリス,54.85,-4.93,0.0,,,0.0
03134,グラスゴーBISHOPTON,イギリス,55.90,-4.52,-0.6,1.8,-2.8,0.0
03136,PRESTWICKGANNET,イギリス,55.50,-4.58,-2.6,,,0.2
